"Column Name","Label"
"DP04_0070EA","Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel"
"DP04_0071E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0071EA","Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0071M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0071MA","Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0072E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0072M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0072MA","Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0072EA","Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0073E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0073M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0073MA","Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0073EA","Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0074E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0074M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0074MA","Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0074EA","Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0075E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0075M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0075MA","Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0075EA","Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0076E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0076M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0076MA","Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0076EA","Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0077E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0077M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0077MA","Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0077EA","Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0078E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0078EA","Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0078M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0078MA","Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0079E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0079M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0079MA","Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0079EA","Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0080E","Estimate!!VALUE!!Owner-occupied units"
"DP04_0080M","Margin of Error!!VALUE!!Owner-occupied units"
"DP04_0080MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units"
"DP04_0080EA","Annotation of Estimate!!VALUE!!Owner-occupied units"
"DP04_0081E","Estimate!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0081M","Margin of Error!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0081MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0081EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0082E","Estimate!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0082M","Margin of Error!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0082MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0082EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0083E","Estimate!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0083M","Margin of Error!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0083MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0083EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0084E","Estimate!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0084M","Margin of Error!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0084MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0084EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0085E","Estimate!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0085M","Margin of Error!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0085MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0085EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0086E","Estimate!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0086M","Margin of Error!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0086MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0086EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0087E","Estimate!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0087M","Margin of Error!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0087MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0087EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0088E","Estimate!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0088M","Margin of Error!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0088MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0088EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0089E","Estimate!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0089EA","Annotation of Estimate!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0089M","Margin of Error!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0089MA","Annotation of Margin of Error!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0090E","Estimate!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090M","Margin of Error!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090MA","Annotation of Margin of Error!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090EA","Annotation of Estimate!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0091E","Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0091M","Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0091MA","Annotation of Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0091EA","Annotation of Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0092E","Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0092M","Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0092MA","Annotation of Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0092EA","Annotation of Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0093E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0094E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0094M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0094MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0094EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0095E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0095M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0095MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0095EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0096E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0096M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0096MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0096EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0097E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0097M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0097MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0097EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0098E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
"DP04_0098M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
"DP04_0098MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
"DP04_0098EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
"DP04_0099E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999"
"DP04_0099M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999"
"DP04_0099MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999"
"DP04_0099EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999"
"DP04_0100E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
"DP04_0100EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
"DP04_0100M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
"DP04_0100MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
"DP04_0101E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)"
"DP04_0101M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)"
"DP04_0101MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)"
"DP04_0101EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)"
"DP04_0102E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0102M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0102MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0102EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0103E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250"
"DP04_0103M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250"
"DP04_0103MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250"
"DP04_0103EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250"
"DP04_0104E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399"
"DP04_0104M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399"
"DP04_0104MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399"
"DP04_0104EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399"
"DP04_0105E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599"
"DP04_0105M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599"
"DP04_0105MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599"
"DP04_0105EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599"
"DP04_0106E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799"
"DP04_0106M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799"
"DP04_0106MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799"
"DP04_0106EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799"
"DP04_0107E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999"
"DP04_0107M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999"
"DP04_0107MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999"
"DP04_0107EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999"
"DP04_0108E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
"DP04_0108M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
"DP04_0108MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
"DP04_0108EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
"DP04_0109E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)"
"DP04_0109M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)"
"DP04_0109MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)"
"DP04_0109EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)"
"DP04_0110E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0110M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0110MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0110EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0111E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent"
"DP04_0111EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent"
"DP04_0111M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent"
"DP04_0111MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent"
"DP04_0112E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0112M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0112MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0112EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0113E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0113M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0113MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0113EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0114E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0114M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0114MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0114EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0115E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0115M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0115MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0115EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0116E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0116M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0116MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0116EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0117E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0117M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0117MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0117EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0118E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent"
"DP04_0118M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent"
"DP04_0118MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent"
"DP04_0118EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent"
"DP04_0119E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent"
"DP04_0119M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent"
"DP04_0119MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent"
"DP04_0119EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent"
"DP04_0120E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0120M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0120MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent"
